Page,Section,Component,Usage,Image Path,Image Source Type,Viewport,Device Pixel Ratio,Measurement Basis,Full Component Width,Full Component Height,Image Viewport Width,Image Viewport Height,Display Aspect Ratio,Natural Width,Natural Height,Source Aspect Ratio,Current File Size Bytes,Object Fit,Object Position,Overflow,Border Radius,Opacity / Overlay,Cover Scale,Rendered Width,Rendered Height,Overflow CSS Pixels,Crop Direction,Visible Percentage,Crop Percentage,Crop Per Side,Recommended Width,Recommended Height,Recommended Aspect Ratio,Safe Area Horizontal,Safe Area Vertical,Text Overlay Position,Text-free Side EN,Text-free Side AR,Recommended Format,Recommended Max File Size,Notes
Product details,Related Products,ProductCard,Cairo Nights related card,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Desktop 1440x900,1,Browser measured,297.6,334.92,295.62,184.76,1.6000,736,1308,0.5627,97862,contain,50% 50%,hidden,20px,,N/A,295.62,184.76,0,None,100.00%,0.00%,0%,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,100% visible; measured card and image viewport
Product details,Related Products,ProductCard,Cairo Nights related card,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Laptop 1280x800,1,Browser measured,293.88,332.6,291.9,182.43,1.6001,736,1308,0.5627,97862,contain,50% 50%,hidden,20px,,N/A,291.90,182.43,0,None,100.00%,0.00%,0%,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,100% visible; measured card and image viewport
Product details,Related Products,ProductCard,Cairo Nights related card,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Tablet 768x1024,1,Browser measured,227.82,340.63,225.83,190.46,1.1857,736,1308,0.5627,97862,contain,50% 50%,hidden,20px,,N/A,225.83,190.46,0,None,100.00%,0.00%,0%,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,100% visible; measured card and image viewport
Product details,Related Products,ProductCard,Cairo Nights related card,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Mobile 390x844,1,Browser measured,162.19,323.64,160.21,174.59,0.9176,736,1308,0.5627,97862,contain,50% 50%,hidden,20px,,N/A,160.21,174.59,0,None,100.00%,0.00%,0%,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,100% visible; measured card and image viewport
Product details,Gallery,ProductGallery,Primary main image when Cairo Nights is opened,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Desktop 1440x900,1,Browser measured,443.06,675.59,441.06,551.33,0.8000,736,1308,0.5627,97862,cover,50% 50%,hidden,20px,,0.5993,441.06,783.84,232.51 vertical,Top and bottom,70.34%,29.66%,14.83% top + 14.83% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,29.66% vertical crop from 736x1308 source
Product details,Gallery,ProductGallery,Primary main image when Cairo Nights is opened,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Laptop 1280x800,1,Browser measured,435.38,664.06,433.38,541.72,0.8000,736,1308,0.5627,97862,cover,50% 50%,hidden,20px,,0.5888,433.38,770.19,228.47 vertical,Top and bottom,70.34%,29.66%,14.83% top + 14.83% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,29.66% vertical crop from 736x1308 source
Product details,Gallery,ProductGallery,Primary main image when Cairo Nights is opened,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Tablet 768x1024,1,Browser measured,721,1092.5,719,898.75,0.8000,736,1308,0.5627,97862,cover,50% 50%,hidden,20px,,0.9769,719.00,1277.79,379.04 vertical,Top and bottom,70.34%,29.66%,14.83% top + 14.83% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,29.66% vertical crop from 736x1308 source
Product details,Gallery,ProductGallery,Primary main image when Cairo Nights is opened,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Mobile 390x844,1,Browser measured,343,525.5,341,426.25,0.8000,736,1308,0.5627,97862,cover,50% 50%,hidden,20px,,0.4633,341.00,606.02,179.77 vertical,Top and bottom,70.34%,29.66%,14.83% top + 14.83% bottom,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,29.66% vertical crop from 736x1308 source
Product details,Gallery,ProductGallery,Primary thumbnail,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Desktop 1440x900,1,Browser measured,98.27,98.27,96.27,96.27,1.0000,736,1308,0.5627,97862,cover,50% 50%,hidden,12px,,0.1308,96.27,171.09,74.82 vertical,Top and bottom,56.27%,43.73%,21.87% top + 21.87% bottom,512,512,1:1,15%-85%,15%-85%,None,N/A,N/A,WebP,60 KB,43.73% vertical crop
Product details,Gallery,ProductGallery,Primary thumbnail,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Laptop 1280x800,1,Browser measured,96.34,96.34,94.34,94.34,1.0000,736,1308,0.5627,97862,cover,50% 50%,hidden,12px,,0.1282,94.34,167.66,73.32 vertical,Top and bottom,56.27%,43.73%,21.87% top + 21.87% bottom,512,512,1:1,15%-85%,15%-85%,None,N/A,N/A,WebP,60 KB,43.73% vertical crop
Product details,Gallery,ProductGallery,Primary thumbnail,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Tablet 768x1024,1,Browser measured,167.75,167.75,165.75,165.75,1.0000,736,1308,0.5627,97862,cover,50% 50%,hidden,12px,,0.2252,165.75,294.57,128.82 vertical,Top and bottom,56.27%,43.73%,21.87% top + 21.87% bottom,512,512,1:1,15%-85%,15%-85%,None,N/A,N/A,WebP,60 KB,43.73% vertical crop
Product details,Gallery,ProductGallery,Primary thumbnail,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Mobile 390x844,1,Browser measured,73.25,73.25,71.25,71.25,1.0000,736,1308,0.5627,97862,cover,50% 50%,hidden,12px,,0.0968,71.25,126.62,55.37 vertical,Top and bottom,56.27%,43.73%,21.87% top + 21.87% bottom,512,512,1:1,15%-85%,15%-85%,None,N/A,N/A,WebP,60 KB,43.73% vertical crop
Product details,Ambient hero,ProductDetailHero,Blurred ambient primary image,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Desktop 1440x900,1,Browser measured,1425,318.39,1425,318.39,4.4756,736,1308,0.5627,97862,cover,50% 50%,hidden,0px,0.34 + blur(1px) + scale(1.06),1.9361,1425.00,2532.47,2214.08 vertical,Top and bottom,12.57%,87.43%,43.71% top + 43.71% bottom,2400,1200,2:1,25%-75%,20%-80%,None,N/A,N/A,WebP,400 KB,Decorative only; same image_url as card/gallery
Product details,Ambient hero,ProductDetailHero,Blurred ambient primary image,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Laptop 1280x800,1,Browser measured,1265,318.39,1265,318.39,3.9731,736,1308,0.5627,97862,cover,50% 50%,hidden,0px,0.34 + blur(1px) + scale(1.06),1.7188,1265.00,2248.13,1929.74 vertical,Top and bottom,14.16%,85.84%,42.92% top + 42.92% bottom,2400,1200,2:1,25%-75%,20%-80%,None,N/A,N/A,WebP,400 KB,Decorative only; same image_url as card/gallery
Product details,Ambient hero,ProductDetailHero,Blurred ambient primary image,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Tablet 768x1024,1,Browser measured,753,303.39,753,303.39,2.4820,736,1308,0.5627,97862,cover,50% 50%,hidden,0px,0.34 + blur(1px) + scale(1.06),1.0231,753.00,1338.21,1034.82 vertical,Top and bottom,22.67%,77.33%,38.66% top + 38.66% bottom,2400,1200,2:1,25%-75%,20%-80%,None,N/A,N/A,WebP,400 KB,Decorative only; same image_url as card/gallery
Product details,Ambient hero,ProductDetailHero,Blurred ambient primary image,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Mobile 390x844,1,Browser measured,375,264.39,375,264.39,1.4184,736,1308,0.5627,97862,cover,50% 50%,hidden,0px,0.34 + blur(1px) + scale(1.06),0.5095,375.00,666.44,402.05 vertical,Top and bottom,39.67%,60.33%,30.16% top + 30.16% bottom,2400,1200,2:1,25%-75%,20%-80%,None,N/A,N/A,WebP,400 KB,Decorative only; same image_url as card/gallery
Shared,Header wishlist panel,PublicHeader,Wishlist product thumbnail,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Desktop 1440x900,1,Code-defined; requires wishlist state,48,48,48,48,1.0000,736,1308,0.5627,97862,cover,50% 50%,hidden,8px,,0.0652,48.00,85.30,37.30 vertical,Top and bottom,56.27%,43.73%,21.87% top + 21.87% bottom,512,512,1:1,15%-85%,15%-85%,None,N/A,N/A,WebP,60 KB,No authenticated state was fabricated
Shared,Header wishlist panel,PublicHeader,Wishlist product thumbnail,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Laptop 1280x800,1,Code-defined; requires wishlist state,48,48,48,48,1.0000,736,1308,0.5627,97862,cover,50% 50%,hidden,8px,,0.0652,48.00,85.30,37.30 vertical,Top and bottom,56.27%,43.73%,21.87% top + 21.87% bottom,512,512,1:1,15%-85%,15%-85%,None,N/A,N/A,WebP,60 KB,No authenticated state was fabricated
Shared,Header wishlist panel,PublicHeader,Wishlist product thumbnail,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Tablet 768x1024,1,Code-defined; requires wishlist state,48,48,48,48,1.0000,736,1308,0.5627,97862,cover,50% 50%,hidden,8px,,0.0652,48.00,85.30,37.30 vertical,Top and bottom,56.27%,43.73%,21.87% top + 21.87% bottom,512,512,1:1,15%-85%,15%-85%,None,N/A,N/A,WebP,60 KB,No authenticated state was fabricated
Shared,Header wishlist panel,PublicHeader,Wishlist product thumbnail,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Mobile 390x844,1,Code-defined; requires wishlist state,48,48,48,48,1.0000,736,1308,0.5627,97862,cover,50% 50%,hidden,8px,,0.0652,48.00,85.30,37.30 vertical,Top and bottom,56.27%,43.73%,21.87% top + 21.87% bottom,512,512,1:1,15%-85%,15%-85%,None,N/A,N/A,WebP,60 KB,No authenticated state was fabricated
Account,Wishlist,WishlistItem,Customer wishlist thumbnail,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Desktop 1440x900,1,Code-defined / auth protected,64,64,64,64,1.0000,736,1308,0.5627,97862,cover,50% 50%,hidden,12px,,0.0870,64.00,113.74,49.74 vertical,Top and bottom,56.27%,43.73%,21.87% top + 21.87% bottom,512,512,1:1,15%-85%,15%-85%,None,N/A,N/A,WebP,60 KB,Protected route
Account,Wishlist,WishlistItem,Customer wishlist thumbnail,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Laptop 1280x800,1,Code-defined / auth protected,64,64,64,64,1.0000,736,1308,0.5627,97862,cover,50% 50%,hidden,12px,,0.0870,64.00,113.74,49.74 vertical,Top and bottom,56.27%,43.73%,21.87% top + 21.87% bottom,512,512,1:1,15%-85%,15%-85%,None,N/A,N/A,WebP,60 KB,Protected route
Account,Wishlist,WishlistItem,Customer wishlist thumbnail,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Tablet 768x1024,1,Code-defined / auth protected,64,64,64,64,1.0000,736,1308,0.5627,97862,cover,50% 50%,hidden,12px,,0.0870,64.00,113.74,49.74 vertical,Top and bottom,56.27%,43.73%,21.87% top + 21.87% bottom,512,512,1:1,15%-85%,15%-85%,None,N/A,N/A,WebP,60 KB,Protected route
Account,Wishlist,WishlistItem,Customer wishlist thumbnail,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Mobile 390x844,1,Code-defined / auth protected,64,64,64,64,1.0000,736,1308,0.5627,97862,cover,50% 50%,hidden,12px,,0.0870,64.00,113.74,49.74 vertical,Top and bottom,56.27%,43.73%,21.87% top + 21.87% bottom,512,512,1:1,15%-85%,15%-85%,None,N/A,N/A,WebP,60 KB,Protected route
Admin,Product drawer,Admin product UI,44x44 product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Desktop 1440x900,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 4px padding
Admin,Product drawer,Admin product UI,44x44 product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Laptop 1280x800,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 4px padding
Admin,Product drawer,Admin product UI,44x44 product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Tablet 768x1024,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 4px padding
Admin,Product drawer,Admin product UI,44x44 product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Mobile 390x844,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 4px padding
Admin,Gallery editor,Admin product UI,Square product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Desktop 1440x900,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 16px padding; sizes=220px
Admin,Gallery editor,Admin product UI,Square product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Laptop 1280x800,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 16px padding; sizes=220px
Admin,Gallery editor,Admin product UI,Square product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Tablet 768x1024,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 16px padding; sizes=220px
Admin,Gallery editor,Admin product UI,Square product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Mobile 390x844,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 16px padding; sizes=220px
Admin,Products grid,Admin product UI,Responsive square product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Desktop 1440x900,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 16px padding
Admin,Products grid,Admin product UI,Responsive square product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Laptop 1280x800,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 16px padding
Admin,Products grid,Admin product UI,Responsive square product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Tablet 768x1024,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 16px padding
Admin,Products grid,Admin product UI,Responsive square product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Mobile 390x844,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 16px padding
Admin,Product detail,Admin product UI,128x128 desktop / full-width x128 mobile header,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Desktop 1440x900,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,cover,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,cover
Admin,Product detail,Admin product UI,128x128 desktop / full-width x128 mobile header,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Laptop 1280x800,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,cover,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,cover
Admin,Product detail,Admin product UI,128x128 desktop / full-width x128 mobile header,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Tablet 768x1024,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,cover,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,cover
Admin,Product detail,Admin product UI,128x128 desktop / full-width x128 mobile header,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Mobile 390x844,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,cover,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,cover
Admin,Inventory,Admin product UI,56x56 product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Desktop 1440x900,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 6px padding
Admin,Inventory,Admin product UI,56x56 product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Laptop 1280x800,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 6px padding
Admin,Inventory,Admin product UI,56x56 product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Tablet 768x1024,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 6px padding
Admin,Inventory,Admin product UI,56x56 product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Mobile 390x844,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 6px padding
Admin,Best sellers,Admin product UI,40x40 product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Desktop 1440x900,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 4px padding
Admin,Best sellers,Admin product UI,40x40 product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Laptop 1280x800,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 4px padding
Admin,Best sellers,Admin product UI,40x40 product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Tablet 768x1024,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 4px padding
Admin,Best sellers,Admin product UI,40x40 product preview,Supabase Storage: product-images/.../mr6kaj33-bm9a6zqh.webp,Supabase dynamic,Mobile 390x844,1,Code-defined / auth protected,,,,,,736,1308,0.5627,97862,contain,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,contain with 4px padding
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock category config,/assets/categories/turkish.png,Local legacy,Desktop 1440x900,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,1878760,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock category config,/assets/categories/turkish.png,Local legacy,Laptop 1280x800,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,1878760,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock category config,/assets/categories/turkish.png,Local legacy,Tablet 768x1024,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,1878760,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock category config,/assets/categories/turkish.png,Local legacy,Mobile 390x844,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,1878760,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock category config,/assets/categories/espresso.png,Local legacy,Desktop 1440x900,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,2122431,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock category config,/assets/categories/espresso.png,Local legacy,Laptop 1280x800,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,2122431,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock category config,/assets/categories/espresso.png,Local legacy,Tablet 768x1024,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,2122431,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock category config,/assets/categories/espresso.png,Local legacy,Mobile 390x844,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,2122431,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock category config,/assets/categories/flavor.png,Local legacy,Desktop 1440x900,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,1757726,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock category config,/assets/categories/flavor.png,Local legacy,Laptop 1280x800,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,1757726,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock category config,/assets/categories/flavor.png,Local legacy,Tablet 768x1024,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,1757726,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock category config,/assets/categories/flavor.png,Local legacy,Mobile 390x844,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,1757726,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock category config,/assets/categories/cappuccino.png,Local legacy,Desktop 1440x900,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,1937689,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock category config,/assets/categories/cappuccino.png,Local legacy,Laptop 1280x800,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,1937689,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock category config,/assets/categories/cappuccino.png,Local legacy,Tablet 768x1024,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,1937689,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock category config,/assets/categories/cappuccino.png,Local legacy,Mobile 390x844,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,1937689,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock product config,/assets/products/classic-pouch.png,Local legacy,Desktop 1440x900,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,2173874,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock product config,/assets/products/classic-pouch.png,Local legacy,Laptop 1280x800,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,2173874,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
Configuration,Mock data / Admin CMS,Configuration value,Dormant mock product config,/assets/products/classic-pouch.png,Local legacy,Tablet 768x1024,1,Code/config audit; not rendered,,,,,,1024,1536,0.6667,2173874,N/A,50% 50%,hidden,,,,,,,,,,,1600,2000,4:5,15%-85%,10%-90%,None,N/A,N/A,WebP,300 KB,Definition is currently not imported/rendered
